Entry	Gene
H3BU72	ADAT1
H3BV89	ADAT1
Q9BUB4	ADAT1
C9JFC1	ADAT3
D6W601	ADAT3
Q96EY9	ADAT3
C9J1J0	ADCY1
D3DVL8	ADCY1
L0R809	ADCY1
Q08828	ADCY1
Q8NFM5	ADCY1
Q96PN6	ADCY10
U3KPS9	ADCY10
V9GY51	ADCY10
D6REB8	ADCY2
H0YA58	ADCY2
Q08462	ADCY2
Q7RTV6	ADCY2
A0A0A0MSC1	ADCY3
B7ZLX9	ADCY3
C9J969	ADCY3
C9JLX3	ADCY3
C9JYB5	ADCY3
H7C1A6	ADCY3
H7C1S5	ADCY3
O60266	ADCY3
U3KQ91	ADCY3
U3KQR1	ADCY3
G3V258	ADCY4
G3V262	ADCY4
H0YJ57	ADCY4
H0YLM0	ADCY4
H0YN72	ADCY4
Q8NFM4	ADCY4
Q96KY6	ADCY4
B3KWA8	ADCY5
C9JQ38	ADCY5
C9JRT8	ADCY5
F8WBM0	ADCY5
O95622	ADCY5
F5H4D1	ADCY7
F5H699	ADCY7
H3BMA5	ADCY7
H3BQ93	ADCY7
I3L2Y1	ADCY7
I3L3Q5	ADCY7
P51828	ADCY7
A0A0K0K1K3	ADCY8
E5RFR2	ADCY8
E7EVL1	ADCY8
L8E7I7	ADCY8
P40145	ADCY8
Q4F7X0	ADCY8
I3L300	ADCY9
I3L342	ADCY9
I3NI20	ADCY9
L0R6C2	ADCY9
O60503	ADCY9
D6RU84	ADCYAP1
P18509	ADCYAP1
Q53BH1	ADCYAP1
A0A0A0MSR2	ADD1
D6RAH3	ADD1
D6RF25	ADD1
D6RJE2	ADD1
E7ENY0	ADD1
E7EV99	ADD1
H0Y9H2	ADD1
H0YFD8	ADD1
H0YG19	ADD1
P35611	ADD1
Q96D30	ADD1
A0A1C7CYY0	ADD2
C9J080	ADD2
C9J299	ADD2
C9JJK3	ADD2
C9JTM0	ADD2
P35612	ADD2
Q05DK5	ADD2
Q5VU08	ADD3
Q9UEY8	ADD3
P07327	ADH1A
A0A024RDF8	ADH4
A0A0D9SFB5	ADH4
D6R9K8	ADH4
D6RF43	ADH4
D6RIB1	ADH4
H0Y9N0	ADH4
P08319	ADH4
D6R9G2	ADH5
D6RAY0	ADH5
D6RFE4	ADH5
H0YAG8	ADH5
P11766	ADH5
Q6FI45	ADH5
Q6IRT1	ADH5
Q9H1A0	ADH5
A0A024R805	ADHFE1
B4DFI7	ADHFE1
B4DV11	ADHFE1
F2Z2N0	ADHFE1
F2Z3D8	ADHFE1
F2Z3E5	ADHFE1
Q8IWW8	ADHFE1
A0A5F9ZGZ8	ADK
A0A5F9ZH31	ADK
A0A5F9ZH72	ADK
A0A5F9ZH76	ADK
A0A5F9ZH83	ADK
A0A5F9ZHJ1	ADK
A0A5K1VW54	ADK
A0A5K1VW94	ADK
P55263	ADK
E9PL83	ADM
E9PML4	ADM
E9PQE6	ADM
E9PQT2	ADM
P35318	ADM
C9J0Z4	ADORA2A
C9J3T2	ADORA2A
C9JFS2	ADORA2A
C9JQD8	ADORA2A
P29274	ADORA2A
S4R2Z8	ADORA2A
S4R3A7	ADORA2A
S4R429	ADORA2A
X5DNB4	ADORA2A
C9JZW7	ADPRH
P54922	ADPRH
B0ZBD3	ADRA1A
E7EW16	ADRA1A
P25100	ADRA1A
P35348	ADRA1A
A0A286YF88	ADRA1B
P35368	ADRA1B
P08913	ADRA2A
P08588	ADRB1
A2N4T7	ADRB2
P07550	ADRB2
Q9BYZ0	ADRB2
X5DQM5	ADRB2
A0A0S2Z392	ADRBK1
A0A0S2Z3I6	ADRBK1
P25098	ADRBK1
A0A024R1D8	ADRBK2
L0R4T6	ADRBK2
L8EAE0	ADRBK2
P35626	ADRBK2
A0A087WUX6	ADRM1
A0A087WX59	ADRM1
Q16186	ADRM1
A0A096LNT0	ADSL
A0A096LNY4	ADSL
A0A096LNY5	ADSL
A0A096LNY6	ADSL
A0A096LP72	ADSL
A0A096LP76	ADSL
A0A096LP92	ADSL
A0A096LPA2	ADSL
A0A0A6YY92	ADSL
A0A1B0GTG9	ADSL
A0A1B0GTJ7	ADSL
A0A1B0GWF8	ADSL
A0A1B0GWJ0	ADSL
B4DEP1	ADSL
P30566	ADSL
V9GY96	ADSL
X5D2Z4	ADSL
X5D7V4	ADSL
X5D7W4	ADSL
X5D8S6	ADSL
X5DP48	ADSL
A0A024R5Q7	ADSS
B4E1L0	ADSS
P30520	ADSS
B7ZFE0	AE1
P02730	AE1
F5GZR7	AEBP2
G5EA50	AEBP2
H0YH08	AEBP2
H7BYT4	AEBP2
Q6ZN18	AEBP2
H0YMJ6	AEN
L8EB49	AEN
Q8WTP8	AEN
O60696	AF10
O60697	AF10
O60699	AF10
P55197	AF10
Q71UR7	AF10
A0A087X177	AFAP1
Q8N556	AFAP1
F6QUH3	AFAP1L2
Q8N4X5	AFAP1L2
P51816	AFF2
A0A5F9ZHE5	AFF3
A0A5F9ZHH7	AFF3
A0A5F9ZHU9	AFF3
A0A5F9ZHV2	AFF3
A0A5F9ZHV9	AFF3
A0A5F9ZHZ1	AFF3
C9J622	AFF3
C9J847	AFF3
C9JC67	AFF3
C9JIB1	AFF3
C9JMS1	AFF3
C9JUC4	AFF3
C9JUY1	AFF3
C9JZ66	AFF3
H7C3W3	AFF3
H7C4C2	AFF3
L8E9Z7	AFF3
P51826	AFF3
C9JCE0	AFF4
H7C319	AFF4
L8E815	AFF4
Q8TAX5	AFF4
Q9UHB7	AFF4
A0A0A0MSN6	AFTPH
A0A0U1RR74	AFTPH
B8ZZI9	AFTPH
Q6ULP2	AFTPH
A0A087X044	AGAP1
A0A087X1U1	AGAP1
A0A0U1RRF1	AGAP1
B2RZG9	AGAP1
C9J8Z2	AGAP1
E7EUN2	AGAP1
F5GXM9	AGAP1
H7C0A7	AGAP1
H7C211	AGAP1
Q9UPQ3	AGAP1
X5D293	AGAP1
C9J975	AGAP3
E7ESL9	AGAP3
H0Y873	AGAP3
H7C4F1	AGAP3
H7C4U6	AGAP3
H7C5G0	AGAP3
L8EB86	AGAP3
Q86ST5	AGAP3
Q86XV5	AGAP3
Q96P47	AGAP3
A0A087WSV4	AGAP4
A0A087WTP8	AGAP4
A0A087X0Z1	AGAP4
K7ER91	AGAP4
Q86XV2	AGAP4
Q96P64	AGAP4
Q5VTM2	AGAP9
F8W6Y5	AGBL3
F8W7R4	AGBL3
Q8NEM8	AGBL3
A0A0S2Z3Y3	AGFG1
A0A0S2Z3Z1	AGFG1
A0A0S2Z444	AGFG1
A0A0S2Z462	AGFG1
B8ZZY2	AGFG1
C9J2I0	AGFG1
H7C0S7	AGFG1
P52594	AGFG1
A0A0C4DG34	AGFG2
H7BZA5	AGFG2
O95081	AGFG2
A0JLT8	AGGF1
A8K029	AGGF1
H0Y8F8	AGGF1
Q6PIK7	AGGF1
Q8N302	AGGF1
A0A0M4G3H8	AGL
A0A0S2A4E4	AGL
A0A1C7CYW1	AGL
G1UI17	AGL
P35573	AGL
C9J184	AGPAT3
C9JK35	AGPAT3
C9JL26	AGPAT3
C9JQX8	AGPAT3
Q8TEB0	AGPAT3
Q9NRZ7	AGPAT3
B4DHC0	AGPAT4
G3XAF1	AGPAT4
H0Y5R3	AGPAT4
Q5TEE8	AGPAT4
Q6AI25	AGPAT4
Q6PJN9	AGPAT4
Q9NRZ5	AGPAT4
Q53EU6	AGPAT9
A0A1B0GWA2	AGPS
A0A2R8YEL0	AGPS
B8ZZ81	AGPS
O00116	AGPS
Q53S12	AGPS
Q53SG6	AGPS
Q53SN7	AGPS
B5MC07	AGR2
C9J3E2	AGR2
H7C3Z9	AGR2
O95994	AGR2
Q4JM46	AGR2
Q4JM47	AGR2
A0A087X208	AGRN
A0A494C0G5	AGRN
A0A494C1I6	AGRN
O00468	AGRN
Q15952	AGRN
Q5XG79	AGRN
Q96QF8	AGRN
Q96QF9	AGRN
A0A024R288	AGTPBP1
J3KNS1	AGTPBP1
Q9UPW5	AGTPBP1
A0A0A0MSE3	AGTR1
D3DNG8	AGTR1
P30556	AGTR1
Q53YY0	AGTR1
Q6NUP5	AGTR1
D6RB40	AGTRAP
D6RBK6	AGTRAP
Q6RW13	AGTRAP
X6R9H3	AGTRAP
P23526	AHCY
Q1RMG2	AHCY
A0A024R0A8	AHCYL1
O43865	AHCYL1
Q2NKW8	AHCYL1
Q9BTL0	AHCYL1
Q9UI76	AHCYL1
E9PI51	AHI1
E9PML3	AHI1
H0Y343	AHI1
H0YDL1	AHI1
H0YE01	AHI1
H0YEF1	AHI1
Q8N157	AHI1
Q9NQN3	AHI1
A0A024R9Z8	AHR
A0A2R8Y7G1	AHR
L0R578	AHR
P35869	AHR
A0A494BZY4	AHRR
A9YTQ3	AHRR
D6RE68	AHRR
D6RF73	AHRR
E5RFG4	AHRR
E5RGQ2	AHRR
E5RHE0	AHRR
E7EPW6	AHRR
G3V143	AHRR
H0YA43	AHRR
G3V3W9	AHSA1
G3V438	AHSA1
H0YJ63	AHSA1
H0YJG7	AHSA1
H0YJU2	AHSA1
O95433	AHSA1
C9JV77	AHSG
P02765	AHSG
H0YFL3	AICDA
H0YFP1	AICDA
H0YGF6	AICDA
Q546Y9	AICDA
Q5XM85	AICDA
Q6QHI9	AICDA
Q6QJ80	AICDA
Q6QLN7	AICDA
Q9GZX7	AICDA
B7ZW30	AIDA
Q96BJ3	AIDA
E9PMA0	AIFM1
E9PMQ8	AIFM1
E9PRR0	AIFM1
L8E8P8	AIFM1
O95831	AIFM1
A2VED4	AILE3
Q6P5P8	AIM1
Q96GD4	AIM1
Q9UMX9	AIM1
Q9Y4K1	AIM1
L8E7Q5	AIM2
O14862	AIM2
Q5T3W0	AIM2
A0A5F9ZHC5	AIMP1
D6R937	AIMP1
Q12904	AIMP1
A8MU58	AIMP2
F8WCL2	AIMP2
Q13155	AIMP2
A3RDR6	AIP
A3RDR7	AIP
A3RDR8	AIP
A3RDR9	AIP
A3RDS0	AIP
A3RDS1	AIP
A5JGZ4	AIP
A7KS92	AIP
A7KS93	AIP
A7KS94	AIP
A7YDK1	AIP
A7YDK2	AIP
A7YDK4	AIP
A7YDK6	AIP
A7YDK7	AIP
A7YDK9	AIP
A8BQF1	AIP
B7SBB1	AIP
C0JXB8	AIP
C0JXB9	AIP
C8CHN4	AIP
C8CK04	AIP
C8CK05	AIP
D0EKE4	AIP
D0EKE5	AIP
D0EKE6	AIP
D0EKE7	AIP
D2CVN5	AIP
D5LTB3	AIP
E5L4L0	AIP
E9PMH2	AIP
G9I2H4	AIP
O00170	AIP
Q9NWT8	AIP
V9GYQ3	AIP
F1T0B5	AIPL1
F1T0B6	AIPL1
F1T0C0	AIPL1
F1T0C4	AIPL1
I3L3R9	AIPL1
J3KPI5	AIPL1
K7EPF4	AIPL1
Q6ZZB5	AIPL1
Q7Z3H1	AIPL1
Q9NZN9	AIPL1
L8E8W6	AJAP1
Q9UKB5	AJAP1
E9PIS7	AK5
E9PQQ8	AK5
H0YEZ1	AK5
Q9Y6K8	AK5
G3V365	AK7
H0YIY5	AK7
Q96M32	AK7
A0A0G2JLF7	AKAP1
I3L0K6	AKAP1
I3L0V5	AKAP1
I3L0W0	AKAP1
I3L2A2	AKAP1
I3L2N7	AKAP1
I3L364	AKAP1
I3L3K1	AKAP1
I3L3L9	AKAP1
I3L3V6	AKAP1
I3NI36	AKAP1
Q92667	AKAP1
A0A0S2Z4Y8	AKAP10
A0A0S2Z4Z7	AKAP10
A0A0S2Z513	AKAP10
A0A0S2Z551	AKAP10
A0A0S2Z5A1	AKAP10
E7EMD6	AKAP10
I3L177	AKAP10
I3L479	AKAP10
I3NI04	AKAP10
J3QL61	AKAP10
J3QR74	AKAP10
J3QRM7	AKAP10
K7EM25	AKAP10
O43572	AKAP10
Q9UKA4	AKAP11
Q02952	AKAP12
Q6NSG9	AKAP12
Q86TJ9	AKAP12
A0A087WTD7	AKAP13
A0A087WX73	AKAP13
A0A087WY36	AKAP13
A0A087WYS7	AKAP13
A0A087X047	AKAP13
A0A2X0SF55	AKAP13
A8MYJ1	AKAP13
B7ZW05	AKAP13
H0YK18	AKAP13
H0YK84	AKAP13
H0YLH1	AKAP13
H0YMI5	AKAP13
H0YMW2	AKAP13
Q12802	AKAP13
Q9Y2D5	AKAP2
F5H2S4	AKAP3
F5H7P4	AKAP3
O75969	AKAP3
A0A075B6Q6	AKAP4
A0A075B6R4	AKAP4
A0A384MQY7	AKAP4
Q5JQC9	AKAP4
P24588	AKAP5
Q6PG46	AKAP5
B2RP22	AKAP6
D3DS91	AKAP6
G3V3B5	AKAP6
G3V3H2	AKAP6
G3V3H6	AKAP6
G3V3H7	AKAP6
G3V569	AKAP6
H0YJT7	AKAP6
Q13023	AKAP6
M0QX51	AKAP8
M0QYL4	AKAP8
O43823	AKAP8
Q8NE02	AKAP8
B3KMD4	AKAP8L
M0QYT7	AKAP8L
M0R008	AKAP8L
M0R010	AKAP8L
M0R1L5	AKAP8L
M0R1Y5	AKAP8L
Q9ULX6	AKAP8L
V9GZ50	AKAP8L
Q64FX5	AKNA
Q64FX9	AKNA
Q64FY0	AKNA
Q64FY1	AKNA
Q7Z591	AKNA
Q5T621	AKR1A1
V9GYG2	AKR1A1
V9GYP9	AKR1A1
A0A024R7A8	AKR1B1
E9PCX2	AKR1B1
E9PEF9	AKR1B1
P15121	AKR1B1
O60218	AKR1B10
A6NHU4	AKR1C1
H0Y804	AKR1C1
Q04828	AKR1C1
A0A0A0MSS8	AKR1C3
P42330	AKR1C3
S4R3D5	AKR1C3
S4R3Z2	AKR1C3
P17516	AKR1C4
C4PL35	AKR1D1
C4PL36	AKR1D1
C4PL37	AKR1D1
C9J3U1	AKR1D1
P51857	AKR1D1
H3BLU7	AKR7A2
H7C4Q7	AKR7A2
H7C5H7	AKR7A2
O43488	AKR7A2
V9HWA2	AKR7A2
A0A087WY56	AKT1
A0A0S2Z3D6	AKT1
A0A142IKA9	AKT1
B0LPE5	AKT1
G3V2I6	AKT1
G3V3X1	AKT1
G3V4I6	AKT1
P31749	AKT1
X2CV47	AKT1
X2CVF3	AKT1
A0A024QZF6	AKT1S1
H9KV91	AKT1S1
M0R2V8	AKT1S1
Q96B36	AKT1S1
A0A0A0MRF1	AKT2
A0A0U4CQG9	AKT2
A0A1B0GXA2	AKT2
A0A5F9ZHJ8	AKT2
A8MX96	AKT2
C9J258	AKT2
C9JC83	AKT2
C9JHS6	AKT2
C9JIF6	AKT2
C9JIJ1	AKT2
E7EVP8	AKT2
J3KRI8	AKT2
J3KSY8	AKT2
J3KT31	AKT2
J3KTC6	AKT2
J3KTP4	AKT2
J3QKW1	AKT2
J3QL45	AKT2
J3QLS6	AKT2
M0QZK3	AKT2
M0QZW8	AKT2
M0R0P9	AKT2
M0R275	AKT2
M0R283	AKT2
P31751	AKT2
Q6P4H3	AKT2
A0A5F9ZGY0	AKT3
A0A5F9ZGZ4	AKT3
A0A5F9ZHA9	AKT3
A0A5F9ZHU3	AKT3
A0A5K1VW74	AKT3
F8VS91	AKT3
Q56A86	AKT3
Q9Y243	AKT3
H3BM79	AKTIP
H3BNB8	AKTIP
H3BRT7	AKTIP
H3BRV2	AKTIP
H3BSX7	AKTIP
H3BVH0	AKTIP
Q9H8T0	AKTIP
H7C4H7	ALAS1
H7C5B0	ALAS1
P13196	ALAS1
Q5JAM2	ALAS1
A0A2R8Y6N3	ALAS2
A0A2R8Y6R4	ALAS2
A0A2R8Y782	ALAS2
A0A2R8Y836	ALAS2
H0Y6R3	ALAS2
P22557	ALAS2
Q6QNT2	ALAS2
Q86YM3	ALAS2
A0A087WWT3	ALB
A0A0C4DGB6	ALB
B7WNR0	ALB
C9JKR2	ALB
D6RCE7	ALB
D6RHD5	ALB
H0YA55	ALB
H7C013	ALB
P02768	ALB
Q6LEH2	ALB
Q8TES7	ALB
F5GXJ9	ALCAM
H7C543	ALCAM
Q13740	ALCAM
P00352	ALDH1A1
Q5SYQ7	ALDH1A1
Q5SYQ8	ALDH1A1
Q5SYQ9	ALDH1A1
V9HW83	ALDH1A1
A0A0G2JL97	ALDH1A2
E9PF31	ALDH1A2
H0YKL3	ALDH1A2
H0YMG7	ALDH1A2
H0YMT5	ALDH1A2
O94788	ALDH1A2
Q9UED3	ALDH1A2
A0A024RC95	ALDH1A3
H0Y2X5	ALDH1A3
H0YKF9	ALDH1A3
H0YLT1	ALDH1A3
H0YNQ3	ALDH1A3
P47895	ALDH1A3
A0A0U1RQK9	ALDH1B1
P30837	ALDH1B1
A0A0S2Z527	ALDH1L1
A0A0S2Z586	ALDH1L1
C9IZ36	ALDH1L1
C9JY00	ALDH1L1
C9JYZ6	ALDH1L1
D6RFJ7	ALDH1L1
F2Z324	ALDH1L1
F8WC34	ALDH1L1
O75891	ALDH1L1
A0A494C1M4	ALDH1L2
H0YHN9	ALDH1L2
Q3SY69	ALDH1L2
A0A384NPN7	ALDH2
B0LUF9	ALDH2
B0LUG0	ALDH2
B0LUG2	ALDH2
B4YAH7	ALDH2
F8VSB0	ALDH2
P05091	ALDH2
Q9UN17	ALDH2
S4R3S4	ALDH2
A8MYB8	ALDH3A1
C9JKT2	ALDH3A1
C9JMC5	ALDH3A1
E9PNN6	ALDH3A1
I3L1H6	ALDH3A1
I3L3I9	ALDH3A1
I3L3W9	ALDH3A1
I3L4E5	ALDH3A1
P30838	ALDH3A1
Q6PKA6	ALDH3A1
A0A024RAC7	ALDH4A1
P30038	ALDH4A1
Q5TF55	ALDH4A1
A0A0J9YWF7	ALDH7A1
A0A0J9YWK1	ALDH7A1
A0A0J9YWM6	ALDH7A1
A0A1B0GTG2	ALDH7A1
A0A1B0GTJ4	ALDH7A1
A0A1B0GTY9	ALDH7A1
A0A1B0GUA1	ALDH7A1
A0A1B0GUY0	ALDH7A1
A0A1B0GV49	ALDH7A1
A0A1B0GVU0	ALDH7A1
A0A1B0GW65	ALDH7A1
A0A1B0GW77	ALDH7A1
A0A1B0GW82	ALDH7A1
F8VVF2	ALDH7A1
F8WD33	ALDH7A1
F8WDY6	ALDH7A1
H0YHM6	ALDH7A1
P49419	ALDH7A1
P49189	ALDH9A1
A0A0M4FNU3	ALDOA
H3BMQ8	ALDOA
H3BPS8	ALDOA
H3BQN4	ALDOA
H3BR04	ALDOA
H3BR68	ALDOA
H3BU78	ALDOA
H3BUH7	ALDOA
J3KPS3	ALDOA
P04075	ALDOA
V9HWN7	ALDOA
A0A024R145	ALDOB
A0A087WXX2	ALDOB
A0A3B3IS80	ALDOB
A0A3B3ITZ0	ALDOB
P05062	ALDOB
A0A024QZ64	ALDOC
A8MVZ9	ALDOC
C9J8F3	ALDOC
J3KSV6	ALDOC
J3QKK1	ALDOC
J3QKP5	ALDOC
K7EKH5	ALDOC
P09972	ALDOC
Q53S48	ALF
F5GZZ6	ALG10
F5H5T2	ALG10
Q5BKT4	ALG10
A0A024R4V6	ALG12
H7C4I6	ALG12
H7C5R7	ALG12
Q9BV10	ALG12
A0A024R5K5	ALG8
A0A0S2Z5N3	ALG8
E9PK79	ALG8
E9PKA5	ALG8
E9PLP7	ALG8
E9PNE2	ALG8
E9PP04	ALG8
E9PP80	ALG8
E9PP96	ALG8
E9PR58	ALG8
H0YCV0	ALG8
H0YD42	ALG8
H0YDD3	ALG8
H0YDQ1	ALG8
H0YDV4	ALG8
H0YEE0	ALG8
L8E8S9	ALG8
Q9BVK2	ALG8
A0A087WZL3	ALK
A0A0K2YUJ3	ALK
B2MXD7	ALK
B2MXD8	ALK
B2MXD9	ALK
B2MXE0	ALK
B2MXE1	ALK
B2MXE2	ALK
B2MXE3	ALK
B2MXE4	ALK
B2MXE5	ALK
B2MXE6	ALK
B2MXE7	ALK
B6D4Y1	ALK
B6D4Y2	ALK
B6D4Y3	ALK
B6D4Y5	ALK
B6D4Y6	ALK
B6D4Y7	ALK
B6D4Y8	ALK
D1MAM0	ALK
D1MAM1	ALK
D1MAM2	ALK
D1MAM3	ALK
D1MAM4	ALK
D1MAM5	ALK
E7EPW7	ALK
F0UY65	ALK
F0UY66	ALK
H7BZ33	ALK
Q580I3	ALK
Q9UM73	ALK
E9PN35	ALKBH3
E9PRD0	ALKBH3
E9PRJ2	ALKBH3
E9PSA5	ALKBH3
H0YDH4	ALKBH3
Q96Q83	ALKBH3
K7ER58	ALKBH5
Q6P6C2	ALKBH5
A0A087WTU9	ALMS1
A0A087WV20	ALMS1
A0A1P8DS31	ALMS1
A0A1P8DS37	ALMS1
A0A2R8Y7Z9	ALMS1
A0A494BZW1	ALMS1
A0A494C003	ALMS1
A0A494C0F1	ALMS1
A0A494C1N9	ALMS1
A1YZ18	ALMS1
D6W5H5	ALMS1
H7C1D9	ALMS1
Q8TCU4	ALMS1
K7ENN9	ALOX12
P18054	ALOX12
A0A3B3IRK2	ALOX12B
O75342	ALOX12B
A0A087X109	ALOX5
I0CLG0	ALOX5
P09917	ALOX5
P05187	ALPP
O14686	ALR
P14550	AKR1A1,ALR
P55789	ALR
Q9H2X5	ALR
Q9NY86	ALR
A0A0S2Z5I4	ALS2
A0A0S2Z5Q7	ALS2
A0A2X0SFA0	ALS2
H0Y696	ALS2
J3KQ33	ALS2
J3KQ43	ALS2
Q6IQ41	ALS2
Q96Q42	ALS2
Q6ZS30	ALS2CR16
O60296	ALS2CR3
Q53RS6	ALS2CR3
Q53TT7	ALS2CR3
Q9H161	ALX4
P02760	AMBP
S4R3Y4	AMBP
S4R471	AMBP
A0A075B6T1	AMBRA1
E9PL55	AMBRA1
H0YE34	AMBRA1
Q9C0C7	AMBRA1
A0A5F9ZHD5	AMD1
B4DZ60	AMD1
F6R5I9	AMD1
P17707	AMD1
Q5VXN5	AMD1
A0A024RBD9	AMDHD1
H0YI62	AMDHD1
Q96NU7	AMDHD1
H3BQM3	AMFR
H3BRK9	AMFR
H3BSK3	AMFR
Q1RN03	AMFR
Q6PGR1	AMFR
Q9UKV5	AMFR
R4GNG2	AMFR
A0A348FVH7	AMH
A0A348FVH8	AMH
H3BPI9	AMHR2
Q16671	AMHR2
E9PHB0	AMN1
F5GWF7	AMN1
F5H1R2	AMN1
F5H286	AMN1
F5H3D1	AMN1
F5H7U5	AMN1
Q8IY45	AMN1
A2BDD9	AMOT
A6NP16	AMOT
E7ERM3	AMOT
Q4VCS5	AMOT
A0A024R3A6	AMOTL1
F8WDH4	AMOTL1
Q8IY63	AMOTL1
H0Y5S4	AMPH
H0Y7T8	AMPH
P49418	AMPH
Q8NFL3	AMPH
Q8NFL4	AMPH
Q8NFL5	AMPH
Q8NFL6	AMPH
Q8NFL7	AMPH
Q8NFL8	AMPH
A0A1B0GTA8	AMT
A0A1B0GTB6	AMT
A0A1B0GTM2	AMT
A0A1B0GTV8	AMT
A0A1B0GU55	AMT
A0A1B0GUK9	AMT
A0A1B0GUU7	AMT
A0A1B0GV07	AMT
A0A1B0GVD0	AMT
A0A1B0GVP5	AMT
A0A1B0GWC4	AMT
B3KTU4	AMT
C9JXJ4	AMT
F8WF62	AMT
H0Y695	AMT
P48728	AMT
Q49A62	AMT
B7ZMD7	AMY1A
P04745	AMY1A
Q5T084	AMY1A
Q5T085	AMY1A
Q6NSB3	AMY1A
A0A2R8YF63	ANAPC1
F8WAS1	ANAPC1
H0Y564	ANAPC1
Q9H1A4	ANAPC1
D6RAP6	ANAPC4
D6RFM7	ANAPC4
Q9UJX5	ANAPC4
F5GY68	ANAPC5
F5GZ05	ANAPC5
F5H0F9	ANAPC5
F5H0N1	ANAPC5
F5H3S5	ANAPC5
H0YFB5	ANAPC5
Q49A41	ANAPC5
Q9UJX4	ANAPC5
A0A024RBJ3	ANAPC7
A5D8X2	ANAPC7
A8KAQ7	ANAPC7
H0YIW2	ANAPC7
H0YIX7	ANAPC7
Q2M2R1	ANAPC7
Q4KMX6	ANAPC7
Q9UJX3	ANAPC7
B4DTQ9	ANGPT1
E5RFF4	ANGPT1
E7ERK4	ANGPT1
Q15389	ANGPT1
E7EVQ3	ANGPT2
O15123	ANGPT2
Q9Y264	ANGPT4
A0A0A0MSK1	ANGPTL1
O95841	ANGPTL1
A0A2R8Y4B0	ANK1
C9JN86	ANK1
H0YAY8	ANK1
H0YBS0	ANK1
P16157	ANK1
Q6PK32	ANK1
A0A087WZU3	ANK2
A0A0U1RQN6	ANK2
A0A5F9ZGS5	ANK2
A0A5F9ZGS7	ANK2
A0A5F9ZGX3	ANK2
A0A5F9ZGX8	ANK2
A0A5F9ZGY1	ANK2
A0A5F9ZGY3	ANK2
A0A5F9ZGY4	ANK2
A0A5F9ZGZ1	ANK2
A0A5F9ZGZ5	ANK2
A0A5F9ZH03	ANK2
A0A5F9ZH10	ANK2
A0A5F9ZH17	ANK2
A0A5F9ZH18	ANK2
A0A5F9ZH19	ANK2
A0A5F9ZH30	ANK2
A0A5F9ZH34	ANK2
A0A5F9ZH35	ANK2
A0A5F9ZH38	ANK2
A0A5F9ZH39	ANK2
A0A5F9ZH58	ANK2
A0A5F9ZH70	ANK2
A0A5F9ZH99	ANK2
A0A5F9ZHA1	ANK2
A0A5F9ZHC9	ANK2
A0A5F9ZHD2	ANK2
A0A5F9ZHE2	ANK2
A0A5F9ZHE4	ANK2
A0A5F9ZHF7	ANK2
A0A5F9ZHG3	ANK2
A0A5F9ZHJ4	ANK2
A0A5F9ZHJ6	ANK2
A0A5F9ZHL3	ANK2
A0A5F9ZHL5	ANK2
A0A5F9ZHL9	ANK2
A0A5F9ZHM6	ANK2
A0A5F9ZHN0	ANK2
A0A5F9ZHN5	ANK2
A0A5F9ZHQ3	ANK2
A0A5F9ZHQ5	ANK2
A0A5F9ZHR2	ANK2
A0A5F9ZHR8	ANK2
A0A5F9ZHS1	ANK2
A0A5F9ZHT4	ANK2
A0A5F9ZHT8	ANK2
A0A5F9ZHV4	ANK2
A0A5F9ZHY6	ANK2
A0A5F9ZI08	ANK2
A0A5F9ZI15	ANK2
A0A5F9ZI16	ANK2
A0A5F9ZI18	ANK2
A0A5F9ZI30	ANK2
A0A5F9ZI36	ANK2
A0A5F9ZI40	ANK2
A0A5F9ZI41	ANK2
A0A5F9ZI45	ANK2
A0A5F9ZI46	ANK2
A0A5F9ZI53	ANK2
A0A5F9ZI56	ANK2
A0A5F9ZI65	ANK2
A0A5F9ZI69	ANK2
A0A5F9ZI73	ANK2
A0A5F9ZI81	ANK2
A0A5K1VW73	ANK2
A5XEJ9	ANK2
A5XEK0	ANK2
B7Z651	ANK2
D6RHE1	ANK2
D6RIY9	ANK2
E9PCH6	ANK2
E9PHW9	ANK2
H0Y8X8	ANK2
H0Y8Y2	ANK2
H0Y931	ANK2
H0Y933	ANK2
H0YAG3	ANK2
I6L894	ANK2
L8E9V3	ANK2
Q01484	ANK2
A0A087WTE8	ANK3
A0A087WTF3	ANK3
A0A087WTP5	ANK3
A0A087WVC2	ANK3
A0A087WWI5	ANK3
A0A087WX55	ANK3
A0A087WY90	ANK3
A0A087WZ26	ANK3
A0A087WZ65	ANK3
A0A087X0B4	ANK3
A0A087X0L3	ANK3
A8KA62	ANK3
B1AQT1	ANK3
D6RBY7	ANK3
D6RF31	ANK3
D6RFK6	ANK3
D6RHY3	ANK3
H0Y3A4	ANK3
H0Y8Z4	ANK3
H0Y951	ANK3
H0Y9E9	ANK3
H0YA66	ANK3
H0YAH5	ANK3
Q12955	ANK3
A0A0A0MQZ8	ANKHD1
D6RHC4	ANKHD1
E9PDP5	ANKHD1
H0Y472	ANKHD1
H0Y4P6	ANKHD1
H0Y785	ANKHD1
H0Y7Y3	ANKHD1
H3BLS9	ANKHD1
H7C2E1	ANKHD1
H7C2F5	ANKHD1
Q8IWG5	ANKHD1
Q8IWZ3	ANKHD1
C9JZ63	ANKIB1
H7C0S0	ANKIB1
H7C2L9	ANKIB1
H7C2V2	ANKIB1
